Дата и время,CO,NO2,NO,PM10,PM2.5,Давление,Влажность,| V |,_V_,-T-,Осадки,,,,
08.04.2021 21:20,0.3,0.0389,0.004,0.019,0.004,,,,,,,,,,
08.04.2021 21:40,0.1,0.0381,0.004,0.021,0.006,,,,,,,,,,
08.04.2021 22:00,0.1,0.0394,0.004,0.03,0.016,,,,,,,,,,
08.04.2021 22:20,0.1,0.0357,0.003,0.018,0.004,,,,,,,,,,
08.04.2021 22:40,0.1,0.0345,0.003,0.016,0.004,,,,,,,,,,
08.04.2021 23:00,0.1,0.0342,0.003,0.021,0.009,,,,,,,,,,
08.04.2021 23:20,0.1,0.0347,0.002,0.018,0.009,,,,,,,,,,
08.04.2021 23:40,0.1,0.0305,0.002,0.018,0.012,,,,,,,,,,
13.01.2021 00:00,0.54,0.0379,0.013,0.017,0.015,,,,,,,,,,
13.01.2021 00:20,0.53,0.0375,0.014,0.021,0.019,,,,,,,,,,
13.01.2021 00:40,0.52,0.038,0.011,0.016,0.014,,,,,,,,,,
13.01.2021 01:00,0.5,0.0375,0.01,0.015,0.013,,,,,,,,,,
13.01.2021 01:20,0.5,0.0371,0.01,0.016,0.014,,,,,,,,,,
13.01.2021 01:40,0.5,0.0372,0.008,0.019,0.018,,,,,,,,,,
13.01.2021 02:00,0.48,0.038,0.007,0.017,0.015,,,,,,,,,,
13.01.2021 02:20,0.47,0.0376,0.004,0.014,0.012,,,,,,,,,,
13.01.2021 02:40,0.49,0.0366,0.004,0.014,0.012,,,,,,,,,,
13.01.2021 03:00,0.51,0.0372,0.003,0.018,0.016,,,,,,,,,,
13.01.2021 03:20,0.49,0.0363,0.002,0.018,0.016,,,,,,,,,,
13.01.2021 03:40,0.52,0.0364,0.002,0.016,0.014,,,,,,,,,,
13.01.2021 04:00,0.55,0.0359,0.002,0.014,0.012,,,,,,,,,,
13.01.2021 04:20,0.55,0.0362,0.002,0.016,0.013,,,,,,,,,,
13.01.2021 04:40,0.51,0.0352,0.003,0.019,0.016,,,,,,,,,,
13.01.2021 05:00,0.48,0.0359,0.003,0.018,0.016,,,,,,,,,,
13.01.2021 05:20,0.46,0.0363,0.004,0.014,0.012,,,,,,,,,,
13.01.2021 05:40,0.47,0.0357,0.003,0.014,0.012,,,,,,,,,,
13.01.2021 06:00,0.5,0.0345,0.002,0.017,0.015,,,,,,,,,,
13.01.2021 06:20,0.55,0.0355,0.003,0.019,0.017,,,,,,,,,,
13.01.2021 06:40,0.58,0.0344,0.003,0.017,0.015,,,,,,,,,,
13.01.2021 07:00,0.58,0.0366,0.006,0.017,0.014,,,,,,,,,,
13.01.2021 07:20,0.6,0.0367,0.008,0.015,0.014,,,,,,,,,,
13.01.2021 07:40,0.61,0.038,0.01,0.018,0.016,,,,,,,,,,
13.01.2021 08:00,0.73,0.0369,0.013,0.02,0.015,,,,,,,,,,
13.01.2021 08:20,0.59,0.0384,0.009,0.018,0.015,,,,,,,,,,
13.01.2021 08:40,0.67,0.0387,0.015,0.018,0.016,,,,,,,,,,
13.01.2021 09:00,0.63,0.0389,0.013,0.017,0.015,,,,,,,,,,
13.01.2021 09:20,0.61,0.0378,0.013,0.023,0.021,,,,,,,,,,
13.01.2021 09:40,0.66,0.0396,0.019,0.02,0.017,,,,,,,,,,
13.01.2021 10:00,0.68,0.038,0.022,0.018,0.015,,,,,,,,,,
13.01.2021 10:20,0.69,0.0381,0.026,0.017,0.013,,,,,,,,,,
13.01.2021 10:40,0.69,0.0352,0.022,0.022,0.015,,,,,,,,,,
13.01.2021 11:00,0.68,0.0337,0.02,0.023,0.019,,,,,,,,,,
13.01.2021 11:20,0.71,0.0352,0.021,0.021,0.017,,,,,,,,,,
13.01.2021 11:40,0.67,0.036,0.022,0.019,0.015,,,,,,,,,,
13.01.2021 12:00,0.66,0.0361,0.022,0.02,0.017,,,,,,,,,,
13.01.2021 12:20,0.67,0.0322,0.019,0.022,0.016,,,,,,,,,,
13.01.2021 12:40,0.64,0.031,0.018,0.019,0.016,,,,,,,,,,
13.01.2021 13:00,0.6,0.0303,0.017,0.023,0.016,,,,,,,,,,
13.01.2021 13:20,0.59,0.0308,0.018,0.019,0.016,,,,,,,,,,
13.01.2021 13:40,0.58,0.032,0.019,0.02,0.017,,,,,,,,,,
13.01.2021 14:00,0.58,0.0334,0.019,0.019,0.016,,,,,,,,,,
13.01.2021 14:20,0.8,0.0378,0.04,0.021,0.015,,,,,,,,,,
13.01.2021 14:40,0.89,0.0401,0.046,0.023,0.018,,,,,,,,,,
13.01.2021 15:00,0.81,0.0416,0.04,0.026,0.021,,,,,,,,,,
13.01.2021 15:20,0.74,0.0411,0.036,0.023,0.019,,,,,,,,,,
13.01.2021 15:40,0.72,0.0419,0.033,0.019,0.016,,,,,,,,,,
13.01.2021 16:00,0.75,0.0433,0.034,0.024,0.019,,,,,,,,,,
13.01.2021 16:20,0.74,0.0443,0.037,0.024,0.019,,,,,,,,,,
13.01.2021 16:40,0.81,0.0449,0.038,0.021,0.016,,,,,,,,,,
13.01.2021 17:00,0.92,0.0446,0.037,0.021,0.017,,,,,,,,,,
13.01.2021 17:20,0.93,0.044,0.037,0.015,0.011,,,,,,,,,,
13.01.2021 17:40,0.96,0.0432,0.036,0.018,0.014,,,,,,,,,,
13.01.2021 18:00,0.92,0.0422,0.031,0.018,0.014,,,,,,,,,,
13.01.2021 18:20,0.83,0.0419,0.025,0.021,0.017,,,,,,,,,,
13.01.2021 18:40,0.75,0.0418,0.02,0.017,0.014,,,,,,,,,,
13.01.2021 19:00,0.73,0.0413,0.02,0.015,0.012,,,,,,,,,,
13.01.2021 19:20,0.69,0.0405,0.015,0.013,0.011,,,,,,,,,,
13.01.2021 19:40,0.64,0.0401,0.011,0.015,0.012,,,,,,,,,,
13.01.2021 20:00,0.59,0.0392,0.008,0.014,0.012,,,,,,,,,,
13.01.2021 20:20,0.55,0.0372,0.006,0.014,0.012,,,,,,,,,,
13.01.2021 20:40,0.52,0.0333,0.004,0.012,0.01,,,,,,,,,,
13.01.2021 21:00,0.49,0.032,0.003,0.013,0.009,,,,,,,,,,
13.01.2021 21:20,0.48,0.0332,0.003,0.015,0.013,,,,,,,,,,
13.01.2021 21:40,0.44,0.0299,0.002,0.009,0.008,,,,,,,,,,
13.01.2021 22:00,0.42,0.0273,0.001,0.007,0.006,,,,,,,,,,
13.01.2021 22:20,0.41,0.0262,0.001,0.009,0.008,,,,,,,,,,
13.01.2021 22:40,0.4,0.026,0.001,0.01,0.008,,,,,,,,,,
13.01.2021 23:00,0.39,0.0276,0.001,0.012,0.008,,,,,,,,,,
13.01.2021 23:20,0.37,0.0241,0.001,0.017,0.008,,,,,,,,,,
13.01.2021 23:40,0.35,0.0225,0,0.017,0.007,,,,,,,,,,
14.01.2021 00:00,0.35,0.0245,0.001,0.015,0.006,,,,,,,,,,
14.01.2021 00:20,0.35,0.0267,0.001,0.012,0.005,,,,,,,,,,
14.01.2021 00:40,0.36,0.0304,0.002,0.017,0.007,,,,,,,,,,
14.01.2021 01:00,0.37,0.0304,0.001,0.02,0.009,,,,,,,,,,
14.01.2021 01:20,0.36,0.0295,0.001,0.021,0.011,,,,,,,,,,
14.01.2021 01:40,0.35,0.0238,0.001,0.033,0.013,,,,,,,,,,
14.01.2021 02:00,0.35,0.0206,0,0.043,0.012,,,,,,,,,,
14.01.2021 02:20,0.35,0.021,0,0.039,0.014,,,,,,,,,,
14.01.2021 02:40,0.35,0.0218,0,0.027,0.01,,,,,,,,,,
14.01.2021 03:00,0.35,0.0227,0.001,0.036,0.013,,,,,,,,,,
14.01.2021 03:20,0.34,0.0205,0,0.059,0.018,,,,,,,,,,
14.01.2021 03:40,0.33,0.0163,0,0.036,0.01,,,,,,,,,,
14.01.2021 04:00,0.33,0.0162,0,0.035,0.012,,,,,,,,,,
14.01.2021 04:20,0.33,0.0176,0,0.034,0.015,,,,,,,,,,
14.01.2021 04:40,0.33,0.0181,0,0.03,0.01,,,,,,,,,,
14.01.2021 05:00,0.34,0.019,0.001,0.019,0.009,,,,,,,,,,
14.01.2021 05:20,0.35,0.0206,0,0.033,0.01,,,,,,,,,,
14.01.2021 05:40,0.34,0.0232,0,0.045,0.014,,,,,,,,,,
14.01.2021 06:00,0.34,0.0237,0.001,0.045,0.015,,,,,,,,,,
14.01.2021 06:20,0.48,0.0235,0.001,0.052,0.018,,,,,,,,,,
14.01.2021 06:40,0.4,0.0268,0.001,0.02,0.012,,,,,,,,,,
14.01.2021 07:00,0.39,0.0311,0.001,0.011,0.008,,,,,,,,,,
14.01.2021 07:20,0.42,0.0349,0.002,0.014,0.009,,,,,,,,,,
14.01.2021 07:40,0.44,0.0362,0.004,0.013,0.01,,,,,,,,,,
14.01.2021 08:00,0.68,0.0394,0.013,0.017,0.012,,,,,,,,,,
14.01.2021 08:20,0.53,0.0355,0.003,0.02,0.013,,,,,,,,,,
14.01.2021 08:40,0.61,0.0373,0.004,0.022,0.013,,,,,,,,,,
14.01.2021 09:00,0.94,0.0385,0.004,0.016,0.011,,,,,,,,,,
14.01.2021 09:20,0.58,0.0379,0.004,0.016,0.012,,,,,,,,,,
14.01.2021 09:40,0.53,0.0387,0.006,0.015,0.011,,,,,,,,,,
14.01.2021 10:00,0.55,0.0367,0.01,0.016,0.012,,,,,,,,,,
14.01.2021 10:20,0.53,0.0379,0.009,0.015,0.012,,,,,,,,,,
14.01.2021 10:40,0.49,0.0361,0.01,0.015,0.011,,,,,,,,,,
14.01.2021 11:00,0.5,0.036,0.011,0.017,0.013,,,,,,,,,,
14.01.2021 11:20,0.49,0.037,0.012,0.015,0.011,,,,,,,,,,
14.01.2021 11:40,0.49,0.0366,0.013,0.019,0.014,,,,,,,,,,
14.01.2021 12:00,0.52,0.0363,0.013,0.019,0.014,,,,,,,,,,
14.01.2021 12:20,0.49,0.0344,0.011,0.016,0.012,,,,,,,,,,
14.01.2021 12:40,0.48,0.0331,0.011,0.018,0.013,,,,,,,,,,
14.01.2021 13:00,0.49,0.0327,0.011,0.02,0.016,,,,,,,,,,
14.01.2021 13:20,0.49,0.0321,0.01,0.018,0.014,,,,,,,,,,
14.01.2021 13:40,0.5,0.032,0.009,0.018,0.015,,,,,,,,,,
14.01.2021 14:00,0.5,0.0309,0.008,0.022,0.019,,,,,,,,,,
14.01.2021 14:20,0.53,0.0324,0.009,0.023,0.018,,,,,,,,,,
14.01.2021 14:40,0.53,0.0366,0.011,0.022,0.019,,,,,,,,,,
14.01.2021 15:00,0.55,0.0404,0.014,0.02,0.018,,,,,,,,,,
14.01.2021 15:20,0.55,0.0416,0.013,0.019,0.014,,,,,,,,,,
14.01.2021 15:40,0.58,0.0449,0.018,0.019,0.015,,,,,,,,,,
14.01.2021 16:00,0.59,0.046,0.019,0.019,0.014,,,,,,,,,,
14.01.2021 16:20,0.59,0.0458,0.014,0.018,0.014,,,,,,,,,,
14.01.2021 16:40,0.58,0.0455,0.009,0.022,0.019,,,,,,,,,,
14.01.2021 17:00,0.59,0.045,0.007,0.018,0.016,,,,,,,,,,
14.01.2021 17:20,0.56,0.0482,0.008,0.016,0.014,,,,,,,,,,
14.01.2021 17:40,0.56,0.0449,0.006,0.016,0.014,,,,,,,,,,
14.01.2021 18:00,0.58,0.0477,0.01,0.018,0.015,,,,,,,,,,
14.01.2021 18:20,0.57,0.0473,0.009,0.017,0.014,,,,,,,,,,
14.01.2021 18:40,0.62,0.0457,0.008,0.016,0.014,,,,,,,,,,
14.01.2021 19:00,0.68,0.0478,0.007,0.016,0.014,,,,,,,,,,
14.01.2021 19:20,0.61,0.0478,0.01,0.018,0.015,,,,,,,,,,
14.01.2021 19:40,0.58,0.0451,0.004,0.016,0.014,,,,,,,,,,
14.01.2021 20:00,0.56,0.0434,0.005,0.016,0.015,,,,,,,,,,
14.01.2021 20:20,0.6,0.047,0.009,0.017,0.015,,,,,,,,,,
14.01.2021 20:40,0.62,0.0485,0.012,0.018,0.016,,,,,,,,,,
14.01.2021 21:00,0.67,0.0507,0.02,0.021,0.018,,,,,,,,,,
14.01.2021 21:20,0.68,0.0484,0.022,0.016,0.014,,,,,,,,,,
14.01.2021 21:40,0.7,0.0483,0.026,0.019,0.017,,,,,,,,,,
14.01.2021 22:00,0.73,0.0514,0.028,0.02,0.017,,,,,,,,,,
14.01.2021 22:20,0.78,0.0542,0.031,0.019,0.017,,,,,,,,,,
14.01.2021 22:40,0.78,0.0546,0.027,0.021,0.018,,,,,,,,,,
14.01.2021 23:00,0.72,0.0515,0.021,0.018,0.016,,,,,,,,,,
14.01.2021 23:20,0.69,0.0486,0.019,0.02,0.018,,,,,,,,,,
14.01.2021 23:40,0.71,0.0479,0.024,0.019,0.016,,,,,,,,,,
13.07.2021 00:00,,,,,,750.2,59.7,0,0,23.4,0,,,,
13.07.2021 00:20,,,,,,750.2,60.3,0,0,23.2,0,,,,
13.07.2021 00:40,,,,,,750.2,60.6,0,0,23,0,,,,
13.07.2021 01:00,,,,,,750.2,61.7,0,0,22.8,0,,,,
13.07.2021 01:20,,,,,,750.1,62,0,0,22.6,0,,,,
13.07.2021 01:40,,,,,,750.1,63,0,0,22.4,0,,,,
13.07.2021 02:00,,,,,,750.2,63.8,0,0,22.2,0,,,,
13.07.2021 02:20,,,,,,750.2,64.6,0,0,22,0,,,,
13.07.2021 02:40,,,,,,750.4,66,0,0,21.8,0,,,,
13.07.2021 03:00,,,,,,750.4,66.6,0,0,21.6,0,,,,
13.07.2021 03:20,,,,,,750.4,67,0,0,21.4,0,,,,
13.07.2021 03:40,,,,,,750.4,67.8,0,0,21.2,0,,,,
13.07.2021 04:00,,,,,,750.4,67.8,0,0,21.3,0,,,,
13.07.2021 04:20,,,,,,750.4,66.8,0,0,21.6,0,,,,
13.07.2021 04:40,,,,,,750.5,67.3,0,0,21.3,0,,,,
13.07.2021 05:00,,,,,,750.4,68.6,0,0,21.1,0,,,,
13.07.2021 05:20,,,,,,750.5,69.1,0,0,21.1,0,,,,
13.07.2021 05:40,,,,,,750.5,68.7,0,0,21.2,0,,,,
13.07.2021 06:00,,,,,,750.4,66.7,0,0,21.6,0,,,,
13.07.2021 06:20,,,,,,750.4,61.3,0,0,22.8,0,,,,
13.07.2021 06:40,,,,,,750.4,58.3,0,0,23.5,0,,,,
13.07.2021 07:00,,,,,,750.4,54.4,0,0,24.4,0,,,,
13.07.2021 07:20,,,,,,750.4,51.2,0,0,25.2,0,,,,
13.07.2021 07:40,,,,,,750.4,51.1,0,0,25.6,0,,,,
13.07.2021 08:00,,,,,,750.4,47.2,0.1,0,26.4,0,,,,
13.07.2021 08:20,,,,,,750.3,43.9,0.1,0,27.2,0,,,,
13.07.2021 08:40,,,,,,750.3,42.1,0.2,0,28.1,0,,,,
13.07.2021 09:00,,,,,,750.3,40.5,0.3,227,28.2,0,,,,
13.07.2021 09:20,,,,,,750.2,39,0.3,220,28.6,0,,,,
13.07.2021 09:40,,,,,,750.2,37.5,0.3,240,29.1,0,,,,
13.07.2021 10:00,,,,,,750.2,35.7,0.2,0,29.4,0,,,,
13.07.2021 10:20,,,,,,750.2,35.1,0.3,0,29.6,0,,,,
13.07.2021 10:40,,,,,,750.2,34.7,0.2,0,30.1,0,,,,
13.07.2021 11:00,,,,,,750.1,34.8,0.2,0,30,0,,,,
13.07.2021 11:20,,,,,,750,34,0.2,0,30.2,0,,,,
13.07.2021 11:40,,,,,,749.9,33,0.1,0,30.7,0,,,,
13.07.2021 12:00,,,,,,749.8,32.2,0.5,0,30.8,0,,,,
13.07.2021 12:20,,,,,,749.7,31,0.3,221,31,0,,,,
13.07.2021 12:40,,,,,,749.7,31.2,0.4,0,30.8,0,,,,
13.07.2021 13:00,,,,,,749.6,30.6,0.1,0,31.5,0,,,,
13.07.2021 13:20,,,,,,749.5,30.2,0.2,0,32,0,,,,
13.07.2021 13:40,,,,,,749.5,31.4,0.4,223,32.1,0,,,,
13.07.2021 14:00,,,,,,749.5,32.9,0.3,0,31.7,0,,,,
13.07.2021 14:20,,,,,,749.4,31.6,0.4,0,32.5,0,,,,
13.07.2021 14:40,,,,,,749.3,29.5,0.3,201,32.8,0,,,,
13.07.2021 15:00,,,,,,749.2,29,0.2,241,33.1,0,,,,
13.07.2021 15:20,,,,,,749,28.2,0.2,242,33.6,0,,,,
13.07.2021 15:40,,,,,,748.9,28.7,0.3,219,33.7,0,,,,
13.07.2021 16:00,,,,,,748.8,29.8,0.4,0,33.4,0,,,,
13.07.2021 16:20,,,,,,748.7,30.7,0.3,247,33.4,0,,,,
13.07.2021 16:40,,,,,,748.6,30.3,0.3,0,33.8,0,,,,
13.07.2021 17:00,,,,,,748.5,33.5,0.3,0,32.4,0,,,,
13.07.2021 17:20,,,,,,748.3,33.6,0.5,259,32.2,0,,,,
13.07.2021 17:40,,,,,,748.3,33.7,0.6,245,32,0,,,,
13.07.2021 18:00,,,,,,748.3,35,0.6,234,31.8,0,,,,
13.07.2021 18:20,,,,,,748.2,36.8,0.8,215,31.6,0,,,,
13.07.2021 18:40,,,,,,748.2,37.9,0.8,0,31.3,0,,,,
13.07.2021 19:00,,,,,,748.2,38.1,1,224,31.2,0,,,,
13.07.2021 19:20,,,,,,748.2,38.9,1,227,30.9,0,,,,
13.07.2021 19:40,,,,,,748.2,40,0.7,0,30.7,0,,,,
13.07.2021 20:00,,,,,,748.3,40.8,0.7,0,30.4,0,,,,
13.07.2021 20:20,,,,,,748.3,41.7,0.4,0,30,0,,,,
13.07.2021 20:40,,,,,,748.3,42.3,0.4,0,29.6,0,,,,
13.07.2021 21:00,,,,,,748.4,43,0.3,0,29.2,0,,,,
13.07.2021 21:20,,,,,,748.4,44.6,0.1,0,28.8,0,,,,
13.07.2021 21:40,,,,,,748.4,47.1,0.1,0,28.2,0,,,,
13.07.2021 22:00,,,,,,748.5,49.5,0,0,27.6,0,,,,
13.07.2021 22:20,,,,,,748.5,52.7,0,0,26.8,0,,,,
13.07.2021 22:40,,,,,,748.5,55.1,0,0,26.2,0,,,,
13.07.2021 23:00,,,,,,748.5,56.6,0,0,25.8,0,,,,
13.07.2021 23:20,,,,,,748.5,58.3,0,0,25.5,0,,,,
13.07.2021 23:40,,,,,,748.5,58.9,0,0,25.3,0,,,,
14.07.2021 00:00,,,,,,748.5,56.9,0.1,0,25.9,0,,,,
14.07.2021 00:20,,,,,,748.6,55.6,0.1,0,26,0,,,,
14.07.2021 00:40,,,,,,748.6,53.4,0.2,0,26.4,0,,,,
14.07.2021 01:00,,,,,,748.6,53.6,0.1,0,26.2,0,,,,
14.07.2021 01:20,,,,,,748.6,54.7,0,0,25.9,0,,,,
14.07.2021 01:40,,,,,,748.6,55.4,0,219,25.8,0,,,,
14.07.2021 02:00,,,,,,748.6,56.7,0,0,25.5,0,,,,
14.07.2021 02:20,,,,,,748.6,59.1,0,0,24.8,0,,,,
14.07.2021 02:40,,,,,,748.6,60.3,0,0,24.5,0,,,,
14.07.2021 03:00,,,,,,748.7,61.5,0,0,24.3,0,,,,
14.07.2021 03:20,,,,,,748.8,63,0,0,23.9,0,,,,
14.07.2021 03:40,,,,,,748.8,63.8,0,0,23.7,0,,,,
14.07.2021 04:00,,,,,,748.8,63.8,0,0,23.7,0,,,,
14.07.2021 04:20,,,,,,748.8,63.4,0,0,23.7,0,,,,
14.07.2021 04:40,,,,,,748.8,64.1,0,0,23.6,0,,,,
14.07.2021 05:00,,,,,,748.8,65.4,0,0,23.4,0,,,,
14.07.2021 05:20,,,,,,748.8,66,0,0,23.4,0,,,,
14.07.2021 05:40,,,,,,748.8,66,0,0,23.5,0,,,,
14.07.2021 06:00,,,,,,748.8,66,0,0,23.7,0,,,,
14.07.2021 06:20,,,,,,748.8,65.1,0,0,24,0,,,,
14.07.2021 06:40,,,,,,748.8,62.5,0,0,24.7,0,,,,
14.07.2021 07:00,,,,,,748.8,60.3,0,0,25.4,0,,,,
14.07.2021 07:20,,,,,,748.8,58.4,0,0,25.9,0,,,,
14.07.2021 07:40,,,,,,748.7,55.9,0,0,26.5,0,,,,
14.07.2021 08:00,,,,,,748.7,52.5,0,0,27.6,0,,,,
14.07.2021 08:20,,,,,,748.7,50.5,0,0,28.5,0,,,,
14.07.2021 08:40,,,,,,748.7,46.6,0,0,29.8,0,,,,
14.07.2021 09:00,,,,,,748.7,43.3,0,0,30.6,0,,,,
14.07.2021 09:20,,,,,,748.6,40.9,0,0,30.9,0,,,,
14.07.2021 09:40,,,,,,748.5,38.5,0,0,31.8,0,,,,
14.07.2021 10:00,,,,,,748.5,37.7,0,0,32,0,,,,
14.07.2021 10:20,,,,,,748.5,36.1,0,0,32.6,0,,,,
14.07.2021 10:40,,,,,,748.4,34.4,0,0,33.1,0,,,,
14.07.2021 11:00,,,,,,748.4,35.2,0.2,0,32.4,0,,,,
14.07.2021 11:20,,,,,,748.3,36.8,0.1,0,31.6,0,,,,
14.07.2021 11:40,,,,,,748.2,34.2,0,0,32.9,0,,,,
14.07.2021 12:00,,,,,,748.1,33.4,0.1,0,33,0,,,,
14.07.2021 12:20,,,,,,748,35.7,0,0,32,0,,,,
14.07.2021 12:40,,,,,,748,35.3,0.1,0,32,0,,,,
14.07.2021 13:00,,,,,,747.9,34.4,0.3,211,32.8,0,,,,
14.07.2021 13:20,,,,,,747.8,34.6,0.2,0,32.5,0,,,,
14.07.2021 13:40,,,,,,747.6,31.9,0.3,0,33.1,0,,,,
14.07.2021 14:00,,,,,,747.4,32.3,0.5,226,33,0,,,,
14.07.2021 14:20,,,,,,747.2,31.7,0.6,0,33.2,0,,,,
14.07.2021 14:40,,,,,,747.1,31,0.6,0,33.4,0,,,,
14.07.2021 15:00,,,,,,747,30,0.8,0,33.5,0,,,,
14.07.2021 15:20,,,,,,746.8,28.6,0.4,231,33.8,0,,,,
14.07.2021 15:40,,,,,,746.7,27.4,0.9,0,34.1,0,,,,
14.07.2021 16:00,,,,,,746.8,27.7,0.6,0,33.8,0,,,,
14.07.2021 16:20,,,,,,746.8,28.9,0.3,248,33.7,0,,,,
14.07.2021 16:40,,,,,,746.8,30.1,0.5,236,32.9,0,,,,
14.07.2021 17:00,,,,,,746.8,32.1,0.5,233,32.8,0,,,,
14.07.2021 17:20,,,,,,746.7,32.4,0.5,0,32.6,0,,,,
14.07.2021 17:40,,,,,,746.6,32,0.4,219,32.6,0,,,,
14.07.2021 18:00,,,,,,746.6,32.9,0.8,250,32.2,0,,,,
14.07.2021 18:20,,,,,,746.6,32.7,0.9,0,32,0,,,,
14.07.2021 18:40,,,,,,746.5,33,0.6,258,31.9,0,,,,
14.07.2021 19:00,,,,,,746.5,33.3,0.4,195,31.8,0,,,,
14.07.2021 19:20,,,,,,746.6,33.1,0.2,0,31.6,0,,,,
14.07.2021 19:40,,,,,,746.7,34.5,0.1,276,31.2,0,,,,
14.07.2021 20:00,,,,,,746.9,42.5,0.2,0,29.6,0,,,,
14.07.2021 20:20,,,,,,747.1,51.5,0.3,0,27.8,0,,,,
14.07.2021 20:40,,,,,,747.1,57.5,0.1,0,26.5,0,,,,
14.07.2021 21:00,,,,,,747.1,60.2,0,0,26,0,,,,
14.07.2021 21:20,,,,,,747.1,61.8,0,0,25.6,0,,,,
14.07.2021 21:40,,,,,,747,62.3,0,104,25.3,0,,,,
14.07.2021 22:00,,,,,,746.9,63.9,0,0,25,0,,,,
14.07.2021 22:20,,,,,,746.9,65.3,0,0,24.8,0,,,,
14.07.2021 22:40,,,,,,746.8,66.9,0,0,24.6,0,,,,
14.07.2021 23:00,,,,,,746.8,68,0,0,24.3,0,,,,
14.07.2021 23:20,,,,,,746.7,69.1,0,0,23.9,0,,,,
14.07.2021 23:40,,,,,,746.6,70.2,0,0,23.6,0,,,,
11.04.2021 00:00,0.2,0.0801,0.022,0.075,0.018,,,,,,,,,,
11.04.2021 00:20,0.1,0.0685,0.01,0.064,0.02,,,,,,,,,,
11.04.2021 00:40,0.1,0.0571,0.008,0.05,0.017,,,,,,,,,,
11.04.2021 01:00,0,0.0516,0.005,0.046,0.017,,,,,,,,,,
11.04.2021 01:20,0,0.0483,0.004,0.041,0.017,,,,,,,,,,
11.04.2021 01:40,0,0.0556,0.003,0.042,0.016,,,,,,,,,,
11.04.2021 02:00,0,0.0444,0.002,0.039,0.016,,,,,,,,,,
11.04.2021 02:20,0,0.0417,0.002,0.032,0.014,,,,,,,,,,
11.04.2021 02:40,0,0.0391,0.001,0.028,0.014,,,,,,,,,,
11.04.2021 03:00,0,0.0397,0.001,0.031,0.016,,,,,,,,,,
11.04.2021 03:20,0,0.0381,0.001,0.03,0.017,,,,,,,,,,
11.04.2021 03:40,0,0.0373,0.001,0.029,0.017,,,,,,,,,,
11.04.2021 04:00,0,0.0488,0.003,0.037,0.02,,,,,,,,,,
11.04.2021 04:20,0,0.0567,0.003,0.041,0.02,,,,,,,,,,
11.04.2021 04:40,0,0.0599,0.003,0.038,0.019,,,,,,,,,,
11.04.2021 05:00,0,0.0673,0.006,0.042,0.021,,,,,,,,,,
11.04.2021 05:20,0,0.0708,0.011,0.046,0.023,,,,,,,,,,
11.04.2021 05:40,0,0.0693,0.012,0.045,0.021,,,,,,,,,,
11.04.2021 06:00,0,0.0604,0.007,0.039,0.014,,,,,,,,,,
11.04.2021 06:20,0,0.0687,0.016,0.048,0.02,,,,,,,,,,
11.04.2021 06:40,0,0.0729,0.023,0.059,0.02,,,,,,,,,,
11.04.2021 07:00,0.1,0.0687,0.022,0.058,0.019,,,,,,,,,,
11.04.2021 07:20,0,0.0663,0.019,0.058,0.019,,,,,,,,,,
11.04.2021 07:40,0,0.0626,0.019,0.056,0.019,,,,,,,,,,
11.04.2021 08:00,0,0.0575,0.015,0.057,0.019,,,,,,,,,,
11.04.2021 08:20,0,0.0611,0.019,0.056,0.02,,,,,,,,,,
11.04.2021 08:40,0,0.0552,0.015,0.063,0.021,,,,,,,,,,
11.04.2021 09:00,0,0.0502,0.011,0.06,0.02,,,,,,,,,,
11.04.2021 09:20,0,0.0477,0.012,0.064,0.023,,,,,,,,,,
11.04.2021 09:40,0.3,0.0436,0.01,0.06,0.018,,,,,,,,,,
11.04.2021 10:00,0.3,0.0412,0.007,0.055,0.018,,,,,,,,,,
11.04.2021 10:20,0.3,0.0533,0.013,0.073,0.022,,,,,,,,,,
11.04.2021 10:40,0.3,0.0447,0.008,0.065,0.02,,,,,,,,,,
11.04.2021 11:00,0.3,0.0475,0.01,0.062,0.023,,,,,,,,,,
11.04.2021 11:20,0.3,0.0378,0.006,0.054,0.018,,,,,,,,,,
11.04.2021 11:40,0.2,0.0279,0.003,0.044,0.012,,,,,,,,,,
11.04.2021 12:00,0.2,0.0321,0.005,0.053,0.018,,,,,,,,,,
11.04.2021 12:20,0.2,0.0259,0.003,0.044,0.015,,,,,,,,,,
11.04.2021 12:40,0.2,0.0267,0.004,0.046,0.016,,,,,,,,,,
11.04.2021 13:00,0.2,0.0245,0.003,0.036,0.013,,,,,,,,,,
11.04.2021 13:20,0.2,0.0207,0.001,0.04,0.014,,,,,,,,,,
11.04.2021 13:40,0.2,0.0266,0.004,0.04,0.015,,,,,,,,,,
11.04.2021 14:00,0.2,0.0246,0.003,0.04,0.017,,,,,,,,,,
11.04.2021 14:20,0.2,0.0203,0.002,0.042,0.018,,,,,,,,,,
11.04.2021 14:40,0.2,0.0166,0.001,0.039,0.018,,,,,,,,,,
11.04.2021 15:00,0.2,0.0253,0.003,0.037,0.016,,,,,,,,,,
11.04.2021 15:20,0.2,0.0243,0.003,0.031,0.014,,,,,,,,,,
11.04.2021 15:40,0.2,0.026,0.003,0.049,0.017,,,,,,,,,,
11.04.2021 16:00,0.2,0.0221,0.002,0.048,0.017,,,,,,,,,,
11.04.2021 16:20,0.2,0.046,0.012,0.048,0.018,,,,,,,,,,
